project,v1_date,v1_commit,v2_date,v2_commit
sunpinyin/sunpinyin,12-Apr-17,3319fc1ee60bb32ccf53deb9f8c90856c896ae1a,27-Dec-12,baf4da89ac04c3eb6ea3b8fb1a10f13bf23f3d87
supercollider/sc3-plugins,1-Jul-17,4913dafdbaaf9c3ac935aea6bb9e5f637d991b67,27-Nov-12,c164af363d6866b29697d54cf91858cc4769d176
supercollider/supercollider,16-Mar-17,0d32d9aa18a3b68142d58aa8d59f4a097e2cddcb,28-Nov-12,3a79e3873141cc3ccfc5e7065d9c5a0a87e1e4f2
supertuxkart/stk-code,29-Jun-17,f13f69851fd8cfeb34843f768488e321d66394b7,29-Dec-12,be5f3e47e94520f7e48034aa20957e7881aea36f
svalinn/DAGMC,27-Jun-17,05fbb03a34eba1e5256e21d7ae5bec204513a7e0,17-Dec-12,adf0986df6c8177fbf4d0f7d0faf801acf4533c0
symengine/symengine,30-Jun-17,3e87d58a9404535fbc2bb8d09357faf4ab8eb5a1,21-Jul-12,ecf1914df4a94fd0a56013238f5b6f5a7da4060f
syndicodefront/infekt,29-Jan-17,d99d3c51137af1341024d089dcd89d91c524b2a1,18-Oct-12,f0b561991b6a86ff16c79260da00930023d51fe1
syoyo/tinyobjloader,23-Feb-17,9d9e987c4776d9df54e0ab65639e1befddb1d5ae,10-Nov-12,3ae1bea017e50a3ff6c451ab34a043dd820df554
taglib/taglib,13-Jun-17,46483948413c1330c036240ed89429a1c6905843,7-Jul-12,9ad5bb1d62082396c3cec908508f0df11eb86c8e
tesseract-ocr/tesseract,14-Mar-17,7c27088b6498efbfe570c02485472bf60b6bed1d,27-Dec-12,5947f3da389444fce6ef3896737b746b194de5f2
texus/TGUI,12-Jun-17,9e52329250317940daf636987b0985ada97f1de4,13-Sep-12,c9cbf86187ba425f121f6d22920031be06c309d5
thesamet/rpcz,25-Mar-17,f01f97d09bb4fd1253903bc2db3e3e9b7ebc4260,9-Dec-12,9149545fb0be2615b751fc0d2bd15b3c80445d7e
thestk/rtaudio,9-Jun-17,e880888795c07fea44a5e6c7570bf09677527f37,10-Dec-12,bee81ff356bbec279facb50dab5e6069c6475fcc
thewtex/tmux-mem-cpu-load,22-Apr-17,75b9ea756e60aadf335fd5514b38e4fe4cfcab6e,25-Nov-12,c40ab82bfaf4671ff8ba42aa7e3816833dc871b4
thliebig/AppCSXCAD,18-Feb-17,d5f3d8fb77f9640cad27425a2020af4393a92905,14-Dec-12,9fbbe1fd30ba3e71e746917e9d7390f6e304d6a6
thliebig/CSXCAD,5-Jul-17,21a0ea13bf7887f00d6841cea420e3c929a277da,14-Dec-12,e33bfcf298d52b1daa83f59f89a4a1b967fbd704
tijuca/icedove,10-Jan-17,733f0f38a531d4880b88e5db89edf2f0f27e8aec,13-Dec-12,daeee4721eb691d145cc508eaef536cdb71c2963
tklab-tud/umundo,6-Jan-17,31da28e24c6c935370099745311dd78c80763bd8,20-Dec-12,be722e4174a3f615d81cef2d8236e0fb4e48a255
tomahawk-player/tomahawk,30-Jan-17,97a407f83701ee2343e4826043c311c03fe5675b,26-Sep-12,f7d430d77c2fb565c6b456a80e789d4c58948bca
tomahawk-player/tomahawk-resolvers,26-Jun-17,1df31f4e98d965994a9252307961cacb20f15f81,31-Dec-12,d68b45361aa0dd7fe9801fe247912af32dcf8e1a
tpaviot/oce,10-May-17,fe6df95e7cbc8e32162ad22c27fe5e152f519281,5-Dec-12,b9e44d7adab98d529cf57f6cf0f176523bda209d
treefrogframework/treefrog-framework,13-Mar-17,12846b48d228b945a0ae8b93e8b75ee11a336172,27-Dec-12,25920f57e176917d1e95c2292b0137a259ff5523
triAGENS/ArangoDB,13-Mar-17,9b22174c66d1c805c0c6baac4397ca9933ee0c18,27-Dec-12,b48d039e3f64b5f376ff045ea19e64762b083809
tstack/lnav,15-Mar-17,81e55b82dcc1cf802f00620684e9fc4ff34c0a56,28-Nov-12,a476e277010c10e215380604761ef714e925f957
tudelft-gist/val3dity,25-Apr-17,1a70daf2e8d244fb4eb649df745378c5388313aa,3-Dec-12,a96e4e1ea317380fd3d47e90c194fc2e8379706b
tudelft3d/val3dity,25-Apr-17,1a70daf2e8d244fb4eb649df745378c5388313aa,3-Dec-12,a96e4e1ea317380fd3d47e90c194fc2e8379706b
tumi8/vermont,15-Jun-17,b70d4f2e6d56315db3a56f42d1dbcc1c584a33e5,23-Oct-12,c2f170a89ae9dd909b6d38cef52a5c565f1c7ffa
uart/gem5-mirror,13-Jun-17,2beb74355697034720562e5d4b6d16c12510eb4a,25-Oct-12,64599080697a8db49b7e28609927bb4c1ed3c05e
ukoethe/vigra,28-Jun-17,fb427440da8c42f96e14ebb60f7f22bdf0b7b1b2,26-Oct-12,fc3052c13a776c9d9dd4f9cc1561a919c1a709e3
uos/sick_tim,7-Jan-17,5c9346a4243a6e43ad004847c80a9fb36574e9ab,8-Nov-12,8fa6a0b1d3edf92cdf69de482a75661c3d17b50b
user-none/Sigil,15-Mar-17,3743ee959f93af779d0b0e1f5d439fc103f22536,31-Dec-12,7e27e702fac3c6b62e2516d66507f2c620e6186f
vcmi/vcmi,25-May-17,f370cdf1c79c912b6716a4c7adc694f625abcf1b,30-Dec-12,2848fb6fef18ea869eb0584627747475f200f309
vgough/encfs,16-Mar-17,a17f7366c2cb14b52ff0a0c7bfd77839bb9abc67,22-Oct-12,75837b902cc851563e03e5d414317591722b96da
vgvassilev/cling,19-Feb-17,f1def4fefd5f4c380e86f0309d5849f47ba6c2fc,31-Dec-12,fcad3e9e4d8450bad67995c9c03a28a9c95e2f7d
vinipsmaker/tufao,16-Apr-17,0b1ca859b60c6a9e77326a7478f2cf8364f2cfc1,23-Dec-12,09cbe4e23e793684bd382e56c11ac9cdae5611d0
visualfc/liteide,3-Mar-17,dbc6f784496d07f0e79f2433fbb12865951f2bbe,31-Dec-12,0af199b50f781feb56e5f20b9264934e1d01d2c0
vle-forge/vle,29-Jun-17,57a35a36d045344b2e7dfdfffc7018bef49e685f,21-Dec-12,ec93904be3cd7bbd0de7b14f2f89c66cbfc8f285
vogel/kadu,17-May-17,1ac3dfa68c2cc0b59588c3ae942ce33d74249d06,6-Dec-12,32baf847770d514ba4f2533a2a2c25495e69b72a
vrsys/avango,17-May-17,a58ad0c4573e65c1cb12d43fb4d63f6b53b0bc6c,29-Nov-12,80f64527450b55463106a877fe58d20ace0e4fa9
vslavik/poedit,16-Mar-17,8b4622f6a8cd16cbf006e08d3232c83d741411e0,8-Sep-12,37785223d0388f5e534e0542c5b98d55dc9ab4b4
vslavik/winsparkle,14-Mar-17,be535630ada82537a3f1e7e15371503c28ce169b,20-Nov-12,ad3533093dab3de74cb2bd1d92a35715851cafa8
wang-bin/QtAV,18-Mar-17,f8c4dd236f2b147ce199bb6534871631d8a1fdcb,24-Dec-12,53ab38af683ea8a0c12dfb10459070dc1d07ff86
wdas/ptex,13-Feb-17,59eac370e52af48a3f4dab77a60f91523c3e70ac,29-Feb-12,2e6efe54c8cdbb39d719bddc10d80cefc2d0ada6
webmproject/webm-tools,27-Jan-17,538dc2d55ea10d5507e1eb353b463bfc34f34b07,4-Dec-12,aae6ecdbf47c746adc48d03fe809eeadac43c58f
wesnoth/wesnoth,2-Jul-17,d4775ccba2bbb275261e611b5204dddf636b1a1a,27-Nov-12,845c260505163b12059737062a6b12fa032eb6cb
wjwwood/serial,20-Jan-17,827c4a784dd4fdd35dc391f37ef152eab7c9c9b2,14-Dec-12,63baf1cad86b375d23f56db1d16800e23f3708b1
wnd-charm/wnd-charm,10-May-17,de989472adde7e188892facf25f61f57aa7fa0f6,30-Dec-12,21ae9dd934c3f75c7bb75b13bb2b0419d00b3a10
worldforge/ember,12-Feb-17,8634d7e3b3bb34cfd738ee1095b3771ee3df80e6,23-Dec-12,4251304c8ebf078fdce5c8d19d1fa9bbc957afa2
worldforge/libwfut,10-Mar-17,d73ed08a4fead7e2700ea7ad8d206e122f1b8175,20-Nov-12,bf5f00dd94ca870cea8218cfee08e7e3b88d8f33
wxWidgets/wxWidgets,18-Mar-17,c4f6cf21dc108e347606767f3f317ddcceae1426,31-Dec-12,103df4a1b0590aee2a52482f2ff0d460745bf2ef
xbmc/kodi-platform,6-Mar-17,36fb49371dbce49bf470a5bb1fc51b74b4a3612d,27-Dec-12,5ed8e21e16906f05faf857397d67dbd47a8fc7a5
xoreos/xoreos,4-Mar-17,da7b6415cbeb99742dc0626db1b8132a50bda056,29-Dec-12,87af046f4ae659e3bb825b9d365d89bcd412976f
xournalpp/xournalpp,7-May-17,3a86f9f86b623c1e3bd53ecd2d8f2ffa27a3ce72,27-Jan-12,d30387bcd0eeb5a256f5e5755e82502b19f85f00
xrootd/xrootd,5-Jul-17,4186e12334eb32f881edfade705c904b2343c863,18-Sep-12,875657256a1455b0552b5bec6649d35e98b76254
zeromq/libzmq,17-Mar-17,4cc32d336746a7e8f052df99ac715b7b91f480bf,23-Dec-12,b0f0d3fcb49de6f1ebb9227ae664b9f426ece290
zeromq/zeromq4-1,7-Apr-17,44c56a8e09cab35c629cb028a9a7ddb79cac5fc7,23-Dec-12,b0f0d3fcb49de6f1ebb9227ae664b9f426ece290
zeux/pugixml,6-Mar-17,640c94f90d8e8d20079382e50c458b14dc1047c9,8-Dec-12,2e4f6c54a879a625e57cf6a679e2fa7bd3810730
znc/znc,3-Mar-17,879c813d583aaa50ab6f19994b341a0cb945b234,16-Nov-12,53c579b296eb63afad6861a7bfbb488537831193
zrax/pycdc,11-Apr-17,7c328f0ee86ccc1ed662bf77c7a4ee105879410b,27-Jun-12,209970f668d4ecc32217fe74bbe92235d81fbd4b
